agency_name,url,agency_type,niche_focus,location,loaded_successfully,first_impression_score,visual_quality_score,positioning_clarity_score,offer_clarity_score,cta_clarity_score,proof_trust_score,case_study_quality_score,lead_capture_quality_score,mobile_conversion_score,speed_performance_notes,seo_notes,standout_ideas,weaknesses_to_avoid,screenshot_path,source,source_query,visible_hero_h1,primary_cta_candidates
Storytelling through design,https://digicomm.lv/,Branding agency,,,true,7,10,9,7,5,6,7,5,4,2534ms DOMContentLoaded/render wait; HTTP 200; 19 images detected.,Title 8 chars; meta description 123 chars; H1 present.,Proof path is visible from the homepage. Positioning narrows to a buyer or industry. Hero headline is concise enough to scan.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=19,Storytelling through design,Work; BOOK NOW
"Novateurs, créatifs, et surtout stratégiques",https://dactylocommunication.com/,Web design agency,,,true,6,10,6,5,4,4,3,6,5,2766ms DOMContentLoaded/render wait; HTTP 200; 5 images detected.,Title 53 chars; meta description 137 chars; H1 present.,Lead capture is embedded on-site. Hero headline is concise enough to scan.,Primary CTA appears soft or unclear. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=19,"Novateurs, créatifs, et surtout stratégiques",
"Your Webflow Partner for building high-performing, scalable Websites",https://www.digidop.com/,SEO agency,Landscaping/outdoor living,Orlando,true,10,10,10,10,9,10,9,9,7,2442ms DOMContentLoaded/render wait; HTTP 200; 155 images detected.,Title 46 chars; meta description 211 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Positioning narrows to a buyer or industry.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,"Your Webflow Partner for building high-performing, scalable Websites",Contact sales; Our work; Explore our work; Contact us today; Contact
BUILT FOR,https://digitalflagship.com/,SEO agency,E-commerce,,true,8,10,8,10,9,4,3,9,5,3752ms DOMContentLoaded/render wait; HTTP 200; 38 images detected.,Title 53 chars; meta description 107 chars; H1 present.,Proof path is visible from the homepage. Lead capture is embedded on-site.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=19,BUILT FOR,WORK; WORK WITH US; Work With Us; Work With Us; Work With Us; GET IN TOUCH; WORK; CONTACT; Work; Contact
WE DESIGN,https://www.simplestudio.is/,Branding agency,,,true,8,10,8,10,6,7,6,5,6,2416ms DOMContentLoaded/render wait; HTTP 200; 57 images detected.,Title 37 chars; meta description 92 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Positioning narrows to a buyer or industry.,Contact path is weak.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,WE DESIGN,(02)Our work; (05)Get in touch; Get in touch
Clear. Memorable. Design-led websites and apps that finally do it right,http://www.digitalbutlers.team/,SEO agency,Roofing,,true,10,10,10,10,9,10,9,10,8,4577ms DOMContentLoaded/render wait; HTTP 200; 474 images detected.,Title 42 chars; meta description 137 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Positioning narrows to a buyer or industry.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,Clear. Memorable. Design-led websites and apps that finally do it right,Works; Get quote; Works; Schedule a call; Get quote; Works; Let's talk; See all works; See all works; Works; /how-we-work; How does your development process work?
Trusted to design what matters.,https://www.garcy.studio/,Branding agency,SaaS,San Francisco,true,10,10,10,10,9,10,7,9,9,1227ms DOMContentLoaded/render wait; HTTP 200; 129 images detected.,Title 59 chars; meta description 194 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Positioning narrows to a buyer or industry.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,Trusted to design what matters.,Start your Success; Let's Start; Book a call; Start your Success; Let's start; Make it unforgettable; Let’s Start The Magic; From fine to unforgettable: The Sunnysoft rebrand; What it takes to design a modern luxury magazine (and why it still works today); Seamless UX and Branding for Startups: Designing Landing Pages and Startup Brands That Drive Success; UX Design for Startups: Affordable and Effective Practices; Let’s Get To Work
"아름답고 유용하며 의미있는 BX 디자인 , 검색엔진최적화(SEO), UI/UX 디자인, 홈페이지 제작, 워드프레스 제작",https://studio-jt.co.kr/,SEO agency,,,true,6,10,7,6,5,4,3,4,3,9566ms DOMContentLoaded/render wait; HTTP 200; 33 images detected.,Title 56 chars; meta description 118 chars; H1 present.,Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=19,"아름답고 유용하며 의미있는 BX 디자인 , 검색엔진최적화(SEO), UI/UX 디자인, 홈페이지 제작, 워드프레스 제작",contact@studio-jt.co.kr
Weichie.com is a dynamic webdesign & development agency for extraordinary brands. Based in Brussels and New York.,https://weichie.com/,SEO agency,E-commerce,,true,8,10,8,10,5,5,3,4,5,6757ms DOMContentLoaded/render wait; HTTP 200; 26 images detected.,Title 50 chars; meta description 124 chars; H1 present.,Proof path is visible from the homepage.,Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,Weichie.com is a dynamic webdesign & development agency for extraordinary brands. Based in Brussels and New York.,WORK; CONTACT US; Nicole Lapin - view work; Studio Binnekyk - view work; Vlinvesta - view work; PhotonHub - view work; VRG - view work; Studio Binnekyk - view work; haha. By AverageRob - view work; Human Rights Centre - view work; Viewbox - view work; Madonna - view work
TOCCI,https://www.metropoliscreative.com/,Web design agency,,Boston,true,7,10,6,8,6,5,5,5,5,3015ms DOMContentLoaded/render wait; HTTP 200; 47 images detected.,Title 75 chars; meta description 151 chars; H1 present.,Proof path is visible from the homepage.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,TOCCI,Contact; View our work; Start A Project
"We build brands, websites, & campaigns that earn trust and drive growth.",https://www.threesixtyeight.com/,Web design agency,B2B,,true,9,10,10,7,9,7,3,9,9,4085ms DOMContentLoaded/render wait; HTTP 200; 69 images detected.,Title 63 chars; meta description 146 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Lead capture is embedded on-site.,Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,"We build brands, websites, & campaigns that earn trust and drive growth.",Work; Contact Us; Work; Contact Us; Start a Project; See how our origins guide our work; GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL GET STARTED WITH A DISCOVERY CALL; Work; Contact
We design for what’s next,https://athlon.global/,SEO agency,Roofing,,true,8,10,9,9,4,6,5,6,6,4812ms DOMContentLoaded/render wait; HTTP 200; 19 images detected.,Title 45 chars; meta description 137 chars; H1 present.,Proof path is visible from the homepage. Lead capture is embedded on-site. Hero headline is concise enough to scan.,Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,We design for what’s next,work; Work; Our work; Work
Award-winning web design & branding agency focused on measurable outcomes. Trusted by 300+ companies across 22 countries since 2011.,https://www.wibe.in/,SEO agency,SaaS,,true,9,10,8,10,8,10,3,7,7,4074ms DOMContentLoaded/render wait; HTTP 200; 17 images detected.,Title 76 chars; meta description 103 chars; H1 present.,Quantified proof/result language appears early. CTA frames the next step as consultative rather than generic contact. Proof path is visible from the homepage.,Case-study or testimonial proof is hard to find. Hero headline is missing or hard to scan.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,Award-winning web design & branding agency focused on measurable outcomes. Trusted by 300+ companies across 22 countries since 2011.,"GET A QUOTE AI POWERED; Our Work; Contact; LE’CALLA, USA 17% increase in cart value and 23% improvement in mobile conversions BRANDING, E-COMMERCE, VISUAL CONTENT; ZEN MOBILITY New logo and rebrand delivers 5X boost in brand recall BRANDING, VISUAL CONTENT, WEBSITE; SMARTMINUTES, LUXEMBOURG Full-scale SaaS rollout in 30 days, with 100% GTM target achieved on launch BRANDING, UI/UX, VIDEO, VISUAL CONTENT, WEBSITE; SEE ALL WORK SEE ALL WORK; IPO Corporate Website Strategy: Getting Your Corporate Website Ready for Your 2026 IPO BRANDING; The Top Website Design Trends Shaping 2026(And Why Most Brands Will Get Them Wrong) ARTIFICIAL INTELLIGENCE; We Get You: The AI Secret to Personalizing Websites in Real Time ARTIFICIAL INTELLIGENCE; GET CUSTOM QUOTE AI-POWERED BRIEF; GET A FREE CONSULT BOOK A 30 MIN CALL"
TOGETHER ON A DIGITAL JOURNEY,https://sitetrip.be/nl,Branding agency,Roofing,,true,8,10,7,9,8,4,3,6,7,3056ms DOMContentLoaded/render wait; HTTP 200; 27 images detected.,Title 40 chars; meta description 135 chars; H1 present.,Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,TOGETHER ON A DIGITAL JOURNEY,Contact; Contact; Of contacteer ons; Contact
Маркетинговое агентство креативных решений для бизнеса,https://dviga.marketing/,SEO agency,,,true,5,8,6,5,4,3,3,6,5,2392ms DOMContentLoaded/render wait; HTTP 200; 30 images detected.,Title 44 chars; meta description 115 chars; H1 present.,Lead capture is embedded on-site. Hero headline is concise enough to scan.,Proof is not strongly quantified. Primary CTA appears soft or unclear. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,Маркетинговое агентство креативных решений для бизнеса,
"An award winning Perth web design, marketing & technology studio driven by creativity",https://thestart.com.au/,SEO agency,SaaS,,true,10,10,10,10,9,9,9,9,9,5215ms DOMContentLoaded/render wait; HTTP 200; 69 images detected.,Title 62 chars; meta description 141 chars; H1 present.,CTA frames the next step as consultative rather than generic contact. Proof path is visible from the homepage. Lead capture is embedded on-site.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,"An award winning Perth web design, marketing & technology studio driven by creativity",FACEBOOK; AI CONSULTANCY; Our Work; Get started; AI Consultancy; Our Work; Get started; VIEW ALL OUR WORK; AI Consultancy; VIEW OUR WORK; Let’s start something; AI CONSULTANCY
RADIANCE,https://www.withradiance.com/,Creative agency,Roofing,,true,7,10,8,5,9,4,5,9,8,1787ms DOMContentLoaded/render wait; HTTP 200; 81 images detected.,Title 31 chars; meta description 207 chars; H1 present.,Proof path is visible from the homepage. Lead capture is embedded on-site.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=21,RADIANCE,"WORK; CONTACT; GET STARTED; HOW IT WORKS; how it works; VIEW ALL WORK; Essential Questions to Ask Before Starting Any Design Project April 24, 2026; BOOK A DEMO; GET STARTED TODAY; WORKS; CONTACT"
Branding & web design studio helping brands show up better.,https://flyfullcircle.com/,Branding agency,,,true,8,10,8,8,9,3,5,9,9,2470ms DOMContentLoaded/render wait; HTTP 200; 20 images detected.,Title 49 chars; meta description 129 chars; H1 present.,Proof path is visible from the homepage. Lead capture is embedded on-site. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=21,Branding & web design studio helping brands show up better.,Work; Let’s talk; Start a Project; Work; Contact; Contact; Get in touch; Facebook.; Our Work; All work; Start a project; Work
EXPERIENCE IS EVERYTHING. LET’S MAKE IT A GOOD ONE.,https://adchitects.co/,SEO agency,Contractors,,true,9,10,10,10,6,10,6,5,4,3267ms DOMContentLoaded/render wait; HTTP 200; 21 images detected.,Title 53 chars; meta description 154 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Positioning narrows to a buyer or industry.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=20,EXPERIENCE IS EVERYTHING. LET’S MAKE IT A GOOD ONE.,Work; Let's talk; See all work; LEISURE & TRAVEL Yacht Booking Web App with +322% Organic Traffic Growth; See all work; Contact
